,id,slug,octane_id,date,number,games,event_id,stage_id,format_type,format_length,blue_games,blue_winner,blue_team_id,blue_core_shots,blue_core_goals,blue_core_saves,blue_core_assists,blue_core_score,blue_core_shootingPercentage,orange_score,orange_team_id,orange_core_shots,orange_core_goals,orange_core_saves,orange_core_assists,orange_core_score,orange_core_shootingPercentage,blue_boost_bpm,blue_boost_bcpm,blue_boost_avgAmount,blue_boost_amountCollected,blue_boost_amountStolen,blue_boost_amountCollectedBig,blue_boost_amountStolenBig,blue_boost_amountCollectedSmall,blue_boost_amountStolenSmall,blue_boost_countCollectedBig,blue_boost_countStolenBig,blue_boost_countCollectedSmall,blue_boost_countStolenSmall,blue_boost_amountOverfill,blue_boost_amountOverfillStolen,blue_boost_amountUsedWhileSupersonic,blue_boost_timeZeroBoost,blue_boost_timeFullBoost,blue_boost_timeBoost0To25,blue_boost_timeBoost25To50,blue_boost_timeBoost50To75,blue_boost_timeBoost75To100,blue_movement_totalDistance,blue_movement_timeSupersonicSpeed,blue_movement_timeBoostSpeed,blue_movement_timeSlowSpeed,blue_movement_timeGround,blue_movement_timeLowAir,blue_movement_timeHighAir,blue_movement_timePowerslide,blue_movement_countPowerslide,blue_positioning_timeDefensiveThird,blue_positioning_timeNeutralThird,blue_positioning_timeOffensiveThird,blue_positioning_timeDefensiveHalf,blue_positioning_timeOffensiveHalf,blue_positioning_timeBehindBall,blue_positioning_timeInfrontBall,blue_demo_inflicted,blue_demo_taken,orange_winner,orange_boost_bpm,orange_boost_bcpm,orange_boost_avgAmount,orange_boost_amountCollected,orange_boost_amountStolen,orange_boost_amountCollectedBig,orange_boost_amountStolenBig,orange_boost_amountCollectedSmall,orange_boost_amountStolenSmall,orange_boost_countCollectedBig,orange_boost_countStolenBig,orange_boost_countCollectedSmall,orange_boost_countStolenSmall,orange_boost_amountOverfill,orange_boost_amountOverfillStolen,orange_boost_amountUsedWhileSupersonic,orange_boost_timeZeroBoost,orange_boost_timeFullBoost,orange_boost_timeBoost0To25,orange_boost_timeBoost25To50,orange_boost_timeBoost50To75,orange_boost_timeBoost75To100,orange_movement_totalDistance,orange_movement_timeSupersonicSpeed,orange_movement_timeBoostSpeed,orange_movement_timeSlowSpeed,orange_movement_timeGround,orange_movement_timeLowAir,orange_movement_timeHighAir,orange_movement_timePowerslide,orange_movement_countPowerslide,orange_positioning_timeDefensiveThird,orange_positioning_timeNeutralThird,orange_positioning_timeOffensiveThird,orange_positioning_timeDefensiveHalf,orange_positioning_timeOffensiveHalf,orange_positioning_timeBehindBall,orange_positioning_timeInfrontBall,orange_demo_inflicted,orange_demo_taken,reverseSweepAttempt,reverseSweep
74,6043145f91504896348eae03,ae03-exodus-vs-lucky-bounce,0010102,2016-06-25T00:00:00Z,2,"[{'_id': '6043146d91504896348eb76e', 'blue': 3, 'orange': 1, 'duration': 300, 'ballchasing': 'b89fcc1e-262d-4152-908c-80e0ee346d02'}, {'_id': '6043146d91504896348eb78e', 'blue': 5, 'orange': 0, 'duration': 300, 'ballchasing': '1b953a72-b927-49de-b767-3a15ac1056b9'}, {'_id': '6043146d91504896348eb791', 'blue': 2, 'orange': 1, 'duration': 300, 'ballchasing': '05321132-50a1-4b64-a7b8-c21cb13f35d2'}, {'_id': '6043146d91504896348eb794', 'blue': 1, 'orange': 3, 'duration': 300, 'ballchasing': '20f986e5-3bea-4748-880f-36e6db2d29bf'}, {'_id': '6043146d91504896348eb797', 'blue': 2, 'orange': 3, 'duration': 300, 'ballchasing': '0f65c0e3-0629-491f-995b-24945a8304a8'}]",5f35882d53fbbb5894b43039,1,best,5,3.0,True,6020bc70f1e4807cc70023da,42,13,18,9,3485,30.952380952380953,2.0,6020bc70f1e4807cc70023c9,30,8,18,7,2800,26.666666666666668,5808.0,5965.19898,745.7,33111.0,6698.0,24022.0,4209.0,9089.0,2489.0,296.0,51.0,778.0,206.0,5756.0,899.0,4570.0,530.72,427.04,1735.02,1212.05,865.2199999999999,1232.51,7503429.0,722.33,2112.5699999999997,2372.7,3139.9100000000008,1864.9099999999999,202.82,96.50000000000001,728.0,2541.46,1541.16,1124.99,3363.13,1843.8899999999999,3760.49,1447.15,4.0,3.0,,5022.0,5222.81834,745.99,28980.0,5749.0,20058.0,3264.0,8922.0,2485.0,237.0,41.0,759.0,199.0,3738.0,796.0,2705.0,558.98,661.0999999999999,1595.11,1127.19,1021.19,1333.26,7059671.0,464.71,2043.4799999999998,2698.94,3105.1,1892.6,209.42999999999998,83.43,732.0,2549.65,1634.0,1023.47,3421.7799999999997,1784.84,3666.1699999999996,1540.95,3.0,4.0,,
75,6043145f91504896348eadff,adff-nrg-esports-vs-onslaught-esports,0070102,2017-07-21T00:00:00Z,2,,5f35882d53fbbb5894b43053,0,best,3,2.0,,6020bc70f1e4807cc70023a0,0,0,0,0,0,0.0,,6020bc70f1e4807cc700239c,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,6043145f91504896348eae56,ae56-deception-vs-vendetta,0020102,2016-09-24T00:00:00Z,2,"[{'_id': '6043146d91504896348eb790', 'blue': 3, 'orange': 2, 'duration': 330, 'ballchasing': '32379d6c-3eaa-4dc7-815c-18048cfda1b2'}, {'_id': '6043146d91504896348eb793', 'blue': 3, 'orange': 0, 'duration': 300, 'ballchasing': '1670f2e9-023a-4980-b7c0-f2f342b81ec1'}, {'_id': '6043146d91504896348eb796', 'blue': 1, 'orange': 3, 'duration': 300, 'ballchasing': '7ea891e4-affe-4ac9-ab2a-9abba1f0f1cf'}, {'_id': '6043146d91504896348eb7b0', 'blue': 1, 'orange': 3, 'duration': 300, 'ballchasing': 'f4cb5ccf-66a6-4762-89be-644576b1ccff'}, {'_id': '6043146e91504896348eb7d0', 'blue': 4, 'orange': 6, 'duration': 300, 'ballchasing': '7b887b8b-a579-4c3a-b579-a3183ccb9ac2'}]",5f35882d53fbbb5894b4303d,1,best,5,2.0,,6020bc70f1e4807cc70023cb,37,12,20,9,3495,32.432432432432435,3.0,6020bc70f1e4807cc7002408,38,14,22,11,3925,36.84210526315789,5259.0,5420.449909999999,675.59,30912.0,5553.0,20733.0,2687.0,10179.0,2866.0,242.0,32.0,895.0,248.0,3420.0,524.0,2829.0,662.15,408.54,1962.32,1372.26,803.5699999999999,1041.38,7178507.0,522.69,2011.1399999999999,2822.74,3197.67,1953.88,204.98000000000002,96.02000000000001,696.0,2621.7799999999997,1671.9299999999998,1062.83,3545.1299999999997,1811.0700000000002,3818.77,1537.75,7.0,4.0,True,5993.0,6243.3734,710.36,35537.0,7233.0,26986.0,4906.0,8551.0,2327.0,313.0,57.0,771.0,213.0,4399.0,871.0,4615.0,579.1000000000001,554.1999999999999,1922.7499999999998,1247.69,946.3,1119.24,7664222.0,621.28,2347.06,2377.65,3064.7300000000005,2046.3199999999997,234.89,93.76,930.0,2567.27,1709.74,1068.94,3510.02,1835.12,3911.3100000000004,1434.68,4.0,7.0,True,True
77,6043145f91504896348eae42,ae42-fnatic-vs-inspiration,0380102,2017-09-08T00:00:00Z,2,"[{'_id': '6043146d91504896348eb7cf', 'blue': 3, 'orange': 2, 'duration': 300, 'ballchasing': '48ebbd00-61fa-4019-bd2b-9d7889e7c9a2'}, {'_id': '6043146e91504896348eb7d1', 'blue': 4, 'orange': 2, 'duration': 300, 'ballchasing': '767d1b3b-d45d-4570-adb9-4e0a619b421f'}, {'_id': '6043146e91504896348eb7f0', 'blue': 4, 'orange': 3, 'duration': 300, 'ballchasing': '77b5af23-ec82-4b0e-8525-deb55d19828f'}]",5f35882d53fbbb5894b4305d,0,best,5,3.0,True,6020bc70f1e4807cc70024a6,36,11,7,9,2500,30.555555555555557,,6020bce6f1e4807cc70071ad,17,7,19,6,2185,41.17647058823529,3510.0,3732.60026,478.5400000000001,21683.0,4574.0,15981.0,2749.0,5702.0,1825.0,199.0,32.0,450.0,148.0,4051.0,472.0,2461.0,328.04999999999995,441.03000000000003,815.4000000000001,721.5699999999999,583.26,1097.78,4635920.0,408.82000000000005,1331.91,1552.75,1995.1999999999998,1144.21,154.07999999999998,85.8,812.0,1449.4899999999998,1086.99,757.01,2029.6299999999999,1263.6299999999999,2569.26,724.2,4.0,8.0,,3372.0,3529.3508500000003,426.28,20489.0,3621.0,15048.0,2326.0,5441.0,1295.0,181.0,26.0,455.0,109.0,3086.0,271.0,2111.0,354.96,358.57000000000005,1167.1,788.01,529.1600000000001,735.37,4511340.0,416.2300000000001,1222.2,1668.6299999999999,1930.74,1229.5,146.82,84.5,551.0,1936.54,917.57,452.99,2458.0099999999998,848.5000000000001,2344.67,962.4100000000001,8.0,4.0,,
78,6043145f91504896348eae5d,ae5d-team-infused-vs-reason-gaming,0180102,2017-10-07T00:00:00Z,2,"[{'_id': '6043146e91504896348eb804', 'blue': 1, 'orange': 2, 'duration': 300, 'ballchasing': '2f6df0ca-fcd6-451d-82b0-dc5eb3140bed'}, {'_id': '6043146e91504896348eb806', 'blue': 1, 'orange': 2, 'duration': 325, 'ballchasing': 'e952b32a-6114-47ef-a1f5-04016b44ed26'}, {'_id': '6043146e91504896348eb80a', 'blue': 3, 'orange': 4, 'duration': 300, 'ballchasing': '7af01cc2-2a13-40ba-915b-a12fac3e570a'}]",5f35882d53fbbb5894b43064,0,best,5,,,6020bc70f1e4807cc70023f6,18,5,14,5,1995,27.77777777777778,3.0,6020bc70f1e4807cc7002414,24,8,9,8,2100,33.33333333333333,3315.0,3453.66363,435.35,19599.0,4259.0,13492.0,2757.0,6107.0,1502.0,162.0,35.0,521.0,129.0,2479.0,663.0,2001.0,327.08,252.06,1136.32,779.5,525.0600000000001,682.23,4510063.0,393.94,1279.38,1519.5100000000002,1807.49,1257.8000000000002,127.53999999999999,78.11,635.0,1692.88,977.3299999999999,522.62,2231.28,961.01,2224.6,968.22,7.0,4.0,True,3677.0,3747.70608,434.43000000000006,21258.0,5338.0,15357.0,3505.0,5901.0,1833.0,178.0,42.0,508.0,156.0,2528.0,705.0,2363.0,369.64000000000004,249.88,1077.25,736.78,618.38,646.61,4537211.0,376.46000000000004,1320.45,1486.6999999999998,1848.18,1244.24,91.21000000000001,76.81,534.0,1305.46,1048.3600000000001,829.83,1823.77,1359.21,2320.3900000000003,863.25,4.0,7.0,,
79,6043145f91504896348eae60,ae60-selfless-gaming-vs-kings-of-urban,0190102,2016-07-21T00:00:00Z,2,"[{'_id': '6043146e91504896348eb803', 'blue': 3, 'orange': 1, 'duration': 300}, {'_id': '6043146e91504896348eb805', 'blue': 1, 'orange': 0, 'duration': 300}, {'_id': '6043146e91504896348eb807', 'blue': 0, 'orange': 2, 'duration': 300}, {'_id': '6043146e91504896348eb80b', 'blue': 2, 'orange': 1, 'duration': 300}]",5f35882d53fbbb5894b4303b,0,best,5,3.0,True,6020bc70f1e4807cc70023a8,23,6,18,4,2710,26.08695652173913,1.0,6020bc70f1e4807cc700239e,31,4,13,4,2335,12.903225806451612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,6043145f91504896348eae0e,ae0e-chasers-vs-shootem,1110203,2018-07-07T23:00:00Z,3,"[{'_id': '6043146e91504896348eb809', 'blue': 2, 'orange': 0, 'duration': 300}, {'_id': '6043146e91504896348eb80d', 'blue': 5, 'orange': 2, 'duration': 300}, {'_id': '6043146e91504896348eb839', 'blue': 2, 'orange': 1, 'duration': 300}, {'_id': '6043146e91504896348eb83b', 'blue': 4, 'orange': 0, 'duration': 300}]",5f35882d53fbbb5894b43083,1,best,7,4.0,True,6020bd08f1e4807cc7008781,29,13,11,10,3240,44.827586206896555,,6020bda0f1e4807cc700e08e,17,3,14,2,2125,17.647058823529413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,6043145f91504896348eae20,ae20-lucky-bounce-vs-genesis,0010203,2016-07-09T00:00:00Z,3,"[{'_id': '6043146e91504896348eb808', 'blue': 2, 'orange': 1, 'duration': 300, 'ballchasing': 'da3b2468-2859-456d-b4ef-08249ee9e0a8'}, {'_id': '6043146e91504896348eb80c', 'blue': 4, 'orange': 3, 'duration': 348, 'ballchasing': '71ae6602-308a-4976-a8a0-d40d86fbd174'}, {'_id': '6043146e91504896348eb838', 'blue': 4, 'orange': 0, 'duration': 300}, {'_id': '6043146e91504896348eb83a', 'blue': 1, 'orange': 4, 'duration': 300, 'ballchasing': 'f79d8a36-970e-4509-95ed-724ecb63de4c'}, {'_id': '6043146e91504896348eb83d', 'blue': 1, 'orange': 4, 'duration': 300, 'ballchasing': 'd5e3b17d-9296-4198-b331-02fd3e37663f'}, {'_id': '6043146e91504896348eb857', 'blue': 2, 'orange': 6, 'duration': 300, 'ballchasing': 'a66c8dfc-ce22-4d6c-84aa-0d8179ba4fdc'}, {'_id': '6043146f91504896348eb859', 'blue': 3, 'orange': 1, 'duration': 300, 'ballchasing': '7eacb4d4-93ac-4c3d-a48e-0a0751e37b1d'}]",5f35882d53fbbb5894b43039,2,best,7,4.0,True,6020bc70f1e4807cc70023c9,37,17,26,14,4655,45.94594594594595,3.0,6020bc70f1e4807cc70023a9,58,19,14,17,4865,32.758620689655174,6481.0,6741.57802,843.3499999999999,38830.0,7476.0,28279.0,4886.0,10551.0,2590.0,324.0,56.0,921.0,232.0,4027.0,624.0,4153.0,950.1500000000001,653.95,2382.3900000000003,1428.55,1116.24,1454.7900000000002,8709371.0,594.0400000000001,2552.58,3402.1400000000003,3997.9799999999996,2302.33,248.45999999999998,105.4,912.0,3429.7099999999996,1947.9599999999998,1171.1100000000001,4512.4400000000005,2035.3000000000002,4451.7,2097.05,6.0,1.0,,6135.0,6282.9102,822.6400000000001,36219.0,8695.0,26163.0,5502.0,10056.0,3193.0,309.0,63.0,870.0,286.0,4682.0,821.0,4090.0,893.3,611.46,2199.81,1625.76,1106.6,1380.6,8437324.0,533.44,2368.0,3632.0999999999995,3976.7300000000005,2305.27,251.55,178.64000000000001,1342.0,2695.2700000000004,2075.3199999999997,1762.9599999999998,3757.6600000000003,2775.31,4702.2699999999995,1831.26,1.0,6.0,True,
82,6043145f91504896348eae72,ae72-g2-esports-vs-gale-force,0200203,2017-12-03T16:00:00Z,3,"[{'_id': '6043146e91504896348eb83c', 'blue': 5, 'orange': 1, 'duration': 300}, {'_id': '6043146e91504896348eb856', 'blue': 1, 'orange': 4, 'duration': 300}, {'_id': '6043146f91504896348eb858', 'blue': 1, 'orange': 5, 'duration': 300}, {'_id': '6043146f91504896348eb85b', 'blue': 3, 'orange': 0, 'duration': 300}, {'_id': '6043146f91504896348eb887', 'blue': 0, 'orange': 1, 'duration': 300}, {'_id': '6043146f91504896348eb88b', 'blue': 2, 'orange': 1, 'duration': 465}, {'_id': '6043146f91504896348eb890', 'blue': 3, 'orange': 2, 'duration': 300}]",5f35882d53fbbb5894b4306c,1,best,7,4.0,True,6020bc70f1e4807cc70023a5,60,15,32,9,5480,25.0,3.0,6020bc70f1e4807cc700239f,56,14,36,10,5355,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,6043145f91504896348eae8a,ae8a-reason-gaming-vs-endpoint,0180203,2017-12-09T05:00:00Z,3,"[{'_id': '6043146f91504896348eb85a', 'blue': 0, 'orange': 1, 'duration': 554}, {'_id': '6043146f91504896348eb886', 'blue': 3, 'orange': 0, 'duration': 300}, {'_id': '6043146f91504896348eb889', 'blue': 1, 'orange': 0, 'duration': 300}, {'_id': '6043146f91504896348eb88e', 'blue': 2, 'orange': 1, 'duration': 362}, {'_id': '6043146f91504896348eb894', 'blue': 1, 'orange': 5, 'duration': 300}, {'_id': '6043146f91504896348eb8c2', 'blue': 2, 'orange': 3, 'duration': 392}, {'_id': '6043146f91504896348eb8c5', 'blue': 4, 'orange': 0, 'duration': 300}]",5f35882d53fbbb5894b43064,1,best,7,4.0,True,6020bc70f1e4807cc7002414,61,13,32,11,5675,21.311475409836063,3.0,6020bc70f1e4807cc70023d9,46,10,33,7,4990,21.73913043478261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,6043145f91504896348eae26,ae26-the-muffin-men-vs-splyce,0120103,2017-06-25T00:00:00Z,3,"[{'_id': '6043146f91504896348eb8c0', 'blue': 3, 'orange': 2, 'duration': 300, 'ballchasing': '2d4a8ef3-c159-4b28-b87e-b364e76b207a'}, {'_id': '6043146f91504896348eb8c3', 'blue': 3, 'orange': 2, 'duration': 300, 'ballchasing': '871cb516-b756-4d62-b611-acd93e770af3'}, {'_id': '6043146f91504896348eb8c7', 'blue': 4, 'orange': 2, 'duration': 300, 'ballchasing': '75ee7116-821e-462c-b1ab-58aeaa664f0a'}]",5f35882d53fbbb5894b4304e,0,best,5,3.0,True,6020bc70f1e4807cc70023fe,25,10,15,7,2595,40.0,,6020bc70f1e4807cc7002448,31,6,12,4,2040,19.35483870967742,3461.0,3626.37536,457.82000000000005,20685.0,3741.0,15254.0,2274.0,5431.0,1467.0,192.0,28.0,486.0,132.0,3941.0,560.0,3079.0,285.77,333.75,1072.18,718.01,623.77,741.87,4713021.0,474.15000000000003,1301.57,1454.54,1954.13,1109.6599999999999,166.44,68.94999999999999,652.0,1542.7999999999997,1064.72,622.75,2102.56,1127.27,2412.98,817.29,2.0,2.0,,3182.0,3308.7845399999997,458.2,18878.0,4139.0,13224.0,2373.0,5654.0,1766.0,162.0,28.0,496.0,147.0,2936.0,396.0,1708.0,282.86,296.11,965.97,770.5600000000001,625.73,764.51,4481197.0,340.03,1296.75,1592.4299999999998,1873.4700000000003,1187.25,168.52,87.21000000000001,732.0,1622.24,931.0799999999999,675.9100000000001,2149.13,1079.28,2235.56,993.6399999999999,2.0,2.0,,
85,6043145f91504896348eae1f,ae1f-gale-force-vs-mock-it-esports,0070303,2017-07-23T00:00:00Z,3,"[{'_id': '6043146f91504896348eb8c6', 'blue': 3, 'orange': 2, 'duration': 300}, {'_id': '6043146f91504896348eb8f3', 'blue': 1, 'orange': 0, 'duration': 300}, {'_id': '6043146f91504896348eb907', 'blue': 3, 'orange': 1, 'duration': 300}]",5f35882d53fbbb5894b43053,2,best,5,3.0,True,6020bc70f1e4807cc700239f,22,7,11,5,2210,31.818181818181817,,6020bc70f1e4807cc7002415,21,3,12,3,1830,14.285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,6043145f91504896348eae7f,ae7f-canyons-vs-magnifico,1140103,2020-05-23T14:00:00Z,3,"[{'_id': '6043146f91504896348eb88d', 'blue': 1, 'orange': 3, 'duration': 300}, {'_id': '6043146f91504896348eb893', 'blue': 3, 'orange': 0, 'duration': 300}, {'_id': '6043146f91504896348eb8c1', 'blue': 1, 'orange': 0, 'duration': 300}, {'_id': '6043146f91504896348eb8c4', 'blue': 0, 'orange': 3, 'duration': 300}, {'_id': '6043146f91504896348eb8c8', 'blue': 3, 'orange': 2, 'duration': 411}, {'_id': '6043146f91504896348eb906', 'blue': 0, 'orange': 1, 'duration': 300}, {'_id': '6043146f91504896348eb908', 'blue': 4, 'orange': 0, 'duration': 300}]",5f35882d53fbbb5894b4313d,0,best,7,4.0,True,6020bc70f1e4807cc7002487,55,12,27,10,7172,21.818181818181817,3.0,6020bd92f1e4807cc700d942,43,9,34,9,6893,20.930232558139537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,6043145f91504896348eae7c,ae7c-avant-gaming-vs-order,1120203,2018-07-15T00:00:00Z,3,"[{'_id': '6043146f91504896348eb909', 'blue': 1, 'orange': 7, 'duration': 300}, {'_id': '6043146f91504896348eb949', 'blue': 4, 'orange': 3, 'duration': 300}, {'_id': '6043146f91504896348eb94d', 'blue': 2, 'orange': 3, 'duration': 300}, {'_id': '6043147091504896348eb94f', 'blue': 1, 'orange': 2, 'duration': 375}, {'_id': '6043147091504896348eb954', 'blue': 1, 'orange': 4, 'duration': 300}]",5f35882d53fbbb5894b43084,1,best,7,1.0,,6020bcb8f1e4807cc700554d,37,9,24,8,3660,24.324324324324326,4.0,6020c068f1e4807cc701d2eb,47,19,21,16,4980,40.42553191489361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,6043145f91504896348eae7e,ae7e-allegiance-vs-fibeon-esports,0390103,2017-10-28T00:00:00Z,3,"[{'_id': '6043147091504896348eb950', 'blue': 1, 'orange': 2, 'duration': 309, 'ballchasing': '40b3ed00-b631-49c3-958d-8c4cb9e0de54'}, {'_id': '6043147091504896348eb953', 'blue': 1, 'orange': 2, 'duration': 349, 'ballchasing': 'd767fad4-b925-4358-9828-4ca09da41edd'}, {'_id': '6043147091504896348eb976', 'blue': 4, 'orange': 1, 'duration': 300, 'ballchasing': '1c42d48a-3913-4686-866a-30577d02fa6c'}, {'_id': '6043147091504896348eb97d', 'blue': 3, 'orange': 2, 'duration': 300, 'ballchasing': 'c0dfe6c5-5fe7-494b-9da3-0c28afb2a24f'}, {'_id': '6043147091504896348eb984', 'blue': 0, 'orange': 1, 'duration': 300, 'ballchasing': '03444e2a-2e86-4d31-911e-3a4dc39b331c'}, {'_id': '6043147091504896348eb98a', 'blue': 2, 'orange': 0, 'duration': 300, 'ballchasing': 'e51b6d10-df60-4902-9934-f8f983d091dd'}, {'_id': '6043147091504896348eb98e', 'blue': 3, 'orange': 0, 'duration': 300, 'ballchasing': '7483da97-3d2f-4e18-b3a8-e761a81766d0'}]",5f35882d53fbbb5894b43076,0,best,7,4.0,True,6020bc70f1e4807cc7002407,56,14,41,10,5390,25.0,3.0,6020bc70f1e4807cc70023ed,59,8,30,7,4390,13.559322033898304,9225.0,9469.73945,1037.9099999999999,52663.0,11124.0,37889.0,7065.0,14774.0,4059.0,445.0,83.0,1270.0,352.0,6699.0,1199.0,7093.0,962.17,541.03,2529.69,1748.52,1303.48,1530.1999999999998,10803736.0,1123.81,3118.58,2966.54,4160.18,2705.3199999999997,343.38,198.81,1670.0,3366.0000000000005,2410.93,1431.96,4645.52,2561.9300000000003,5370.799999999999,1838.1100000000001,11.0,13.0,,8105.0,8311.93487,996.4000000000001,46071.0,9528.0,31108.0,5859.0,14963.0,3669.0,366.0,73.0,1296.0,324.0,5608.0,1488.0,5127.0,896.6800000000001,605.5999999999999,2622.9300000000003,1671.62,1328.22,1492.99,10349215.0,843.3199999999999,2997.4300000000003,3374.6099999999997,4143.34,2744.5699999999997,327.52000000000004,200.18,1704.0,3473.01,2393.41,1348.96,4753.5199999999995,2460.64,5043.469999999999,2171.88,13.0,11.0,,
89,6043145f91504896348eae76,ae76-nrg-esports-vs-selfless-gaming,0030203,2017-05-06T00:00:00Z,3,"[{'_id': '6043147091504896348eb951', 'blue': 1, 'orange': 4, 'duration': 300, 'ballchasing': 'e1c03e6e-84eb-4a41-9dc8-cf9136a3950e'}, {'_id': '6043147091504896348eb956', 'blue': 1, 'orange': 3, 'duration': 300, 'ballchasing': 'a0d30938-cc94-47ca-b5bf-44e24d275dd3'}, {'_id': '6043147091504896348eb97a', 'blue': 6, 'orange': 2, 'duration': 300, 'ballchasing': 'e148d0d8-432b-4272-995b-cdb00c6e89bf'}, {'_id': '6043147091504896348eb981', 'blue': 0, 'orange': 4, 'duration': 300, 'ballchasing': '4c41b99b-2715-4ee1-a517-8615973a46f0'}, {'_id': '6043147091504896348eb988', 'blue': 6, 'orange': 1, 'duration': 300, 'ballchasing': 'bbc2b38a-f0fa-4bb4-a104-ded97a64d429'}, {'_id': '6043147091504896348eb98d', 'blue': 2, 'orange': 0, 'duration': 300, 'ballchasing': 'aeccff67-2f32-4baf-8b5b-83f7d53cf88b'}, {'_id': '6043147091504896348eb997', 'blue': 4, 'orange': 1, 'duration': 300, 'ballchasing': '157671d6-d6fe-4f98-a016-4d15932d6831'}]",5f35882d53fbbb5894b43046,2,best,7,4.0,True,6020bc70f1e4807cc70023a0,62,20,27,16,5415,32.25806451612903,3.0,6020bc70f1e4807cc70023a8,47,15,34,10,4925,31.914893617021278,8641.0,8943.52328,1081.17,50331.0,11724.0,37428.0,7730.0,12903.0,3994.0,460.0,97.0,1117.0,335.0,8351.0,1929.0,8846.0,664.32,848.94,2268.66,1621.43,1374.87,1898.5900000000001,10727761.0,1042.0,3196.7999999999997,3170.91,4563.34,2560.6800000000003,285.67,135.85999999999999,952.0,3589.26,2251.5699999999997,1568.95,4801.57,2607.61,5335.88,2073.86,17.0,10.0,,8724.0,8877.07933,1005.99,49951.0,8812.0,34530.0,4990.0,15421.0,3822.0,404.0,59.0,1314.0,332.0,5490.0,788.0,9005.0,910.0899999999999,503.32,2705.8399999999997,1765.68,1251.14,1491.73,10851361.0,1188.3,3045.74,3150.51,4365.639999999999,2709.3100000000004,309.6,143.25,1134.0,3628.9300000000003,2302.6800000000003,1452.92,4866.41,2517.6600000000003,5246.52,2138.03,10.0,17.0,,
90,6043145f91504896348eae75,ae75-unknown-team-vs-lotus,1130103,2018-07-28T18:30:00Z,3,,5f35882d53fbbb5894b43083,2,best,7,1.0,,6020c05ff1e4807cc701d0fc,0,0,0,0,0,0.0,4.0,6020bcc3f1e4807cc7005bbb,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,6043145f91504896348eae6d,ae6d-nrg-esports-vs-evil-geniuses,1160103,2018-07-08T00:00:00Z,3,"[{'_id': '6043147091504896348eb996', 'blue': 2, 'orange': 3, 'duration': 309}, {'_id': '6043147091504896348eb9c5', 'blue': 0, 'orange': 3, 'duration': 300}, {'_id': '6043147091504896348eb9f7', 'blue': 2, 'orange': 3, 'duration': 489}]",5f35882d53fbbb5894b43088,1,best,5,,,6020bc70f1e4807cc70023a0,32,4,10,3,2360,12.5,3.0,6020bc9bf1e4807cc70041b4,22,9,23,6,3165,40.909090909090914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
